"No.","Time","Source","Destination","Protocol","Address","Length","Name","Info"
"8038","65.069994","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=6131232 Ack=30123 Win=131328 Len=1448 TSval=1147014784 TSecr=495647883 [TCP segment of a reassembled PDU]"
"8039","65.069996","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [PSH, ACK] Seq=6132680 Ack=30123 Win=131328 Len=1448 TSval=1147014784 TSecr=495647883 [TCP segment of a reassembled PDU]"
"8040","65.070026","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=30123 Ack=6134128 Win=439488 Len=0 TSval=495647908 TSecr=1147014784"
"8041","65.070257","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=6134128 Ack=30123 Win=131328 Len=1448 TSval=1147014785 TSecr=495647883 [TCP segment of a reassembled PDU]"
"8042","65.070259","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=6135576 Ack=30123 Win=131328 Len=1448 TSval=1147014785 TSecr=495647883 [TCP segment of a reassembled PDU]"
"8043","65.070289","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=30123 Ack=6137024 Win=439488 Len=0 TSval=495647909 TSecr=1147014785"
"8044","65.070598","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=6137024 Ack=30123 Win=131328 Len=1448 TSval=1147014785 TSecr=495647883 [TCP segment of a reassembled PDU]"
"8045","65.070600","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=6138472 Ack=30123 Win=131328 Len=1448 TSval=1147014785 TSecr=495647883 [TCP segment of a reassembled PDU]"
"8046","65.070618","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=30123 Ack=6139920 Win=439488 Len=0 TSval=495647909 TSecr=1147014785"
"8047","65.070883","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [PSH, ACK] Seq=6139920 Ack=30123 Win=131328 Len=1448 TSval=1147014785 TSecr=495647883 [TCP segment of a reassembled PDU]"
"8048","65.070885","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Application Data [TCP segment of a reassembled PDU]"
"8049","65.070911","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=30123 Ack=6142816 Win=439488 Len=0 TSval=495647909 TSecr=1147014786"
"8050","65.071232","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=6142816 Ack=30123 Win=131328 Len=1448 TSval=1147014786 TSecr=495647883 [TCP segment of a reassembled PDU]"
"8051","65.071233","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=6144264 Ack=30123 Win=131328 Len=1448 TSval=1147014786 TSecr=495647883 [TCP segment of a reassembled PDU]"
"8052","65.071262","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=30123 Ack=6145712 Win=439488 Len=0 TSval=495647909 TSecr=1147014786"
"8053","65.071536","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=6145712 Ack=30123 Win=131328 Len=1448 TSval=1147014786 TSecr=495647883 [TCP segment of a reassembled PDU]"
"8054","65.071537","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [PSH, ACK] Seq=6147160 Ack=30123 Win=131328 Len=1448 TSval=1147014786 TSecr=495647883 [TCP segment of a reassembled PDU]"
"8055","65.071563","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=30123 Ack=6148608 Win=439488 Len=0 TSval=495647910 TSecr=1147014786"
"8056","65.071853","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=6148608 Ack=30123 Win=131328 Len=1448 TSval=1147014786 TSecr=495647883 [TCP segment of a reassembled PDU]"
"8057","65.071854","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=6150056 Ack=30123 Win=131328 Len=1448 TSval=1147014786 TSecr=495647883 [TCP segment of a reassembled PDU]"
"8058","65.071871","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=30123 Ack=6151504 Win=439488 Len=0 TSval=495647910 TSecr=1147014786"
"8059","65.072207","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=6151504 Ack=30123 Win=131328 Len=1448 TSval=1147014786 TSecr=495647883 [TCP segment of a reassembled PDU]"
"8060","65.072208","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=6152952 Ack=30123 Win=131328 Len=1448 TSval=1147014786 TSecr=495647883 [TCP segment of a reassembled PDU]"
"8061","65.072223","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=30123 Ack=6154400 Win=439488 Len=0 TSval=495647910 TSecr=1147014786"
"8062","65.072536","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [PSH, ACK] Seq=6154400 Ack=30123 Win=131328 Len=1448 TSval=1147014786 TSecr=495647883 [TCP segment of a reassembled PDU]"
"8063","65.072537","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=6155848 Ack=30123 Win=131328 Len=1448 TSval=1147014787 TSecr=495647883 [TCP segment of a reassembled PDU]"
"8064","65.072553","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=30123 Ack=6157296 Win=439488 Len=0 TSval=495647911 TSecr=1147014787"
"8065","65.072843","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=6157296 Ack=30123 Win=131328 Len=1448 TSval=1147014787 TSecr=495647883 [TCP segment of a reassembled PDU]"
"8066","65.072845","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Application Data [TCP segment of a reassembled PDU]"
"8067","65.072864","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=30123 Ack=6160192 Win=439488 Len=0 TSval=495647911 TSecr=1147014787"
"8068","65.073216","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=6160192 Ack=30123 Win=131328 Len=1448 TSval=1147014787 TSecr=495647883 [TCP segment of a reassembled PDU]"
"8069","65.073218","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [PSH, ACK] Seq=6161640 Ack=30123 Win=131328 Len=1448 TSval=1147014787 TSecr=495647883 [TCP segment of a reassembled PDU]"
"8070","65.073245","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=30123 Ack=6163088 Win=439488 Len=0 TSval=495647911 TSecr=1147014787"
"8071","65.073547","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=6163088 Ack=30123 Win=131328 Len=1448 TSval=1147014788 TSecr=495647883 [TCP segment of a reassembled PDU]"
"8072","65.073548","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=6164536 Ack=30123 Win=131328 Len=1448 TSval=1147014788 TSecr=495647883 [TCP segment of a reassembled PDU]"
"8073","65.073572","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=30123 Ack=6165984 Win=439488 Len=0 TSval=495647912 TSecr=1147014788"
"8074","65.073845","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=6165984 Ack=30123 Win=131328 Len=1448 TSval=1147014788 TSecr=495647883 [TCP segment of a reassembled PDU]"
"8075","65.073846","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=6167432 Ack=30123 Win=131328 Len=1448 TSval=1147014788 TSecr=495647883 [TCP segment of a reassembled PDU]"
"8076","65.073873","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=30123 Ack=6168880 Win=439488 Len=0 TSval=495647912 TSecr=1147014788"
"8077","65.074191","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [PSH, ACK] Seq=6168880 Ack=30123 Win=131328 Len=1448 TSval=1147014788 TSecr=495647883 [TCP segment of a reassembled PDU]"
"8078","65.074192","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=6170328 Ack=30123 Win=131328 Len=1448 TSval=1147014789 TSecr=495647883 [TCP segment of a reassembled PDU]"
"8079","65.074213","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=30123 Ack=6171776 Win=439488 Len=0 TSval=495647912 TSecr=1147014789"
"8080","65.074540","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=6171776 Ack=30123 Win=131328 Len=1448 TSval=1147014789 TSecr=495647883 [TCP segment of a reassembled PDU]"
"8081","65.074542","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=6173224 Ack=30123 Win=131328 Len=1448 TSval=1147014789 TSecr=495647883 [TCP segment of a reassembled PDU]"
"8082","65.074568","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=30123 Ack=6174672 Win=439488 Len=0 TSval=495647913 TSecr=1147014789"
"8083","65.074920","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Application Data [TCP segment of a reassembled PDU]"
"8084","65.074922","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [PSH, ACK] Seq=6176120 Ack=30123 Win=131328 Len=1448 TSval=1147014789 TSecr=495647883 [TCP segment of a reassembled PDU]"
"8085","65.074939","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=30123 Ack=6177568 Win=439488 Len=0 TSval=495647913 TSecr=1147014789"
"8086","65.075622","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=6177568 Ack=30123 Win=131328 Len=1448 TSval=1147014790 TSecr=495647883 [TCP segment of a reassembled PDU]"
"8087","65.075625","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=6179016 Ack=30123 Win=131328 Len=1448 TSval=1147014790 TSecr=495647883 [TCP segment of a reassembled PDU]"
"8088","65.075654","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=30123 Ack=6180464 Win=439488 Len=0 TSval=495647914 TSecr=1147014790"
"8089","65.075992","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=6180464 Ack=30123 Win=131328 Len=1448 TSval=1147014790 TSecr=495647883 [TCP segment of a reassembled PDU]"
"8090","65.075993","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=6181912 Ack=30123 Win=131328 Len=1448 TSval=1147014790 TSecr=495647883 [TCP segment of a reassembled PDU]"
"8091","65.076015","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=30123 Ack=6183360 Win=439488 Len=0 TSval=495647914 TSecr=1147014790"
"8092","65.076264","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [PSH, ACK] Seq=6183360 Ack=30123 Win=131328 Len=1448 TSval=1147014790 TSecr=495647883 [TCP segment of a reassembled PDU]"
"8093","65.076265","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=6184808 Ack=30123 Win=131328 Len=1448 TSval=1147014791 TSecr=495647883 [TCP segment of a reassembled PDU]"
"8094","65.076283","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=30123 Ack=6186256 Win=439488 Len=0 TSval=495647914 TSecr=1147014791"
"8095","65.076578","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=6186256 Ack=30123 Win=131328 Len=1448 TSval=1147014791 TSecr=495647883 [TCP segment of a reassembled PDU]"
"8096","65.076580","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=6187704 Ack=30123 Win=131328 Len=1448 TSval=1147014791 TSecr=495647883 [TCP segment of a reassembled PDU]"
"8097","65.076596","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=30123 Ack=6189152 Win=439488 Len=0 TSval=495647914 TSecr=1147014791"
"8098","65.076909","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=6189152 Ack=30123 Win=131328 Len=1448 TSval=1147014791 TSecr=495647883 [TCP segment of a reassembled PDU]"
"8099","65.076910","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Application Data [TCP segment of a reassembled PDU]"
"8100","65.076934","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=30123 Ack=6192048 Win=439488 Len=0 TSval=495647915 TSecr=1147014791"
"8101","65.078005","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=6192048 Ack=30123 Win=131328 Len=1448 TSval=1147014792 TSecr=495647883 [TCP segment of a reassembled PDU]"
"8102","65.078007","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=6193496 Ack=30123 Win=131328 Len=1448 TSval=1147014792 TSecr=495647883 [TCP segment of a reassembled PDU]"
"8103","65.078032","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=30123 Ack=6194944 Win=439488 Len=0 TSval=495647916 TSecr=1147014792"
"8104","65.078378","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=6194944 Ack=30123 Win=131328 Len=1448 TSval=1147014792 TSecr=495647883 [TCP segment of a reassembled PDU]"
"8105","65.078379","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=6196392 Ack=30123 Win=131328 Len=1448 TSval=1147014792 TSecr=495647883 [TCP segment of a reassembled PDU]"
"8106","65.078400","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=30123 Ack=6197840 Win=439488 Len=0 TSval=495647916 TSecr=1147014792"
"8107","65.078665","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [PSH, ACK] Seq=6197840 Ack=30123 Win=131328 Len=1448 TSval=1147014792 TSecr=495647883 [TCP segment of a reassembled PDU]"
"8108","65.078667","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=6199288 Ack=30123 Win=131328 Len=1448 TSval=1147014792 TSecr=495647883 [TCP segment of a reassembled PDU]"
"8109","65.078683","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=30123 Ack=6200736 Win=439488 Len=0 TSval=495647916 TSecr=1147014792"
"8110","65.079062","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=6200736 Ack=30123 Win=131328 Len=1448 TSval=1147014792 TSecr=495647883 [TCP segment of a reassembled PDU]"
"8111","65.079066","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=6202184 Ack=30123 Win=131328 Len=1448 TSval=1147014792 TSecr=495647883 [TCP segment of a reassembled PDU]"
"8112","65.079115","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=30123 Ack=6203632 Win=439488 Len=0 TSval=495647917 TSecr=1147014792"
"8113","65.079338","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=6203632 Ack=30123 Win=131328 Len=1448 TSval=1147014792 TSecr=495647883 [TCP segment of a reassembled PDU]"
"8114","65.079339","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [PSH, ACK] Seq=6205080 Ack=30123 Win=131328 Len=1448 TSval=1147014792 TSecr=495647883 [TCP segment of a reassembled PDU]"
"8115","65.079358","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=30123 Ack=6206528 Win=439488 Len=0 TSval=495647917 TSecr=1147014792"
"8116","65.079686","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=6206528 Ack=30123 Win=131328 Len=1448 TSval=1147014793 TSecr=495647883 [TCP segment of a reassembled PDU]"
"8117","65.079687","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Application Data [TCP segment of a reassembled PDU]"
"8118","65.079702","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=30123 Ack=6209424 Win=439488 Len=0 TSval=495647917 TSecr=1147014793"
"8119","65.080079","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=6209424 Ack=30123 Win=131328 Len=1448 TSval=1147014793 TSecr=495647883 [TCP segment of a reassembled PDU]"
"8120","65.080080","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=6210872 Ack=30123 Win=131328 Len=1448 TSval=1147014793 TSecr=495647883 [TCP segment of a reassembled PDU]"
"8121","65.080109","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=30123 Ack=6212320 Win=439488 Len=0 TSval=495647918 TSecr=1147014793"
"8122","65.080362","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [PSH, ACK] Seq=6212320 Ack=30123 Win=131328 Len=1448 TSval=1147014793 TSecr=495647883 [TCP segment of a reassembled PDU]"
"8123","65.080364","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=6213768 Ack=30123 Win=131328 Len=1448 TSval=1147014794 TSecr=495647883 [TCP segment of a reassembled PDU]"
"8124","65.080385","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=30123 Ack=6215216 Win=439488 Len=0 TSval=495647918 TSecr=1147014794"
"8125","65.081078","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=6215216 Ack=30123 Win=131328 Len=1448 TSval=1147014794 TSecr=495647883 [TCP segment of a reassembled PDU]"
"8126","65.081079","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=6216664 Ack=30123 Win=131328 Len=1448 TSval=1147014794 TSecr=495647883 [TCP segment of a reassembled PDU]"
"8127","65.081094","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=30123 Ack=6218112 Win=439488 Len=0 TSval=495647918 TSecr=1147014794"
"8128","65.081425","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=6218112 Ack=30123 Win=131328 Len=1448 TSval=1147014794 TSecr=495647883 [TCP segment of a reassembled PDU]"
"8129","65.081427","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [PSH, ACK] Seq=6219560 Ack=30123 Win=131328 Len=1448 TSval=1147014794 TSecr=495647883 [TCP segment of a reassembled PDU]"
"8130","65.081456","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=30123 Ack=6221008 Win=439488 Len=0 TSval=495647919 TSecr=1147014794"
"8131","65.081662","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=6221008 Ack=30123 Win=131328 Len=1448 TSval=1147014795 TSecr=495647883 [TCP segment of a reassembled PDU]"
"8132","65.081663","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=6222456 Ack=30123 Win=131328 Len=1448 TSval=1147014795 TSecr=495647883 [TCP segment of a reassembled PDU]"
"8133","65.081681","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=30123 Ack=6223904 Win=439488 Len=0 TSval=495647919 TSecr=1147014795"
"8134","65.082123","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Application Data [TCP segment of a reassembled PDU]"
"8135","65.082125","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=6225352 Ack=30123 Win=131328 Len=1448 TSval=1147014795 TSecr=495647883 [TCP segment of a reassembled PDU]"
"8136","65.082145","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=30123 Ack=6226800 Win=439488 Len=0 TSval=495647919 TSecr=1147014795"
"8137","65.082406","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [PSH, ACK] Seq=6226800 Ack=30123 Win=131328 Len=1448 TSval=1147014795 TSecr=495647883 [TCP segment of a reassembled PDU]"
"8138","65.082408","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=6228248 Ack=30123 Win=131328 Len=1448 TSval=1147014796 TSecr=495647883 [TCP segment of a reassembled PDU]"
"8139","65.082433","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=30123 Ack=6229696 Win=439488 Len=0 TSval=495647919 TSecr=1147014796"
"8140","65.082694","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=6229696 Ack=30123 Win=131328 Len=1448 TSval=1147014796 TSecr=495647883 [TCP segment of a reassembled PDU]"
"8141","65.082696","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=6231144 Ack=30123 Win=131328 Len=1448 TSval=1147014796 TSecr=495647883 [TCP segment of a reassembled PDU]"
